trial,size,distance,direction,time_ms,distance_traveled,errors
165,60,100,left,554.5930862426758,104.3447737946698,0
166,40,200,right,637.678861618042,211.54223446174046,0
167,20,100,right,781.6874980926514,171.67804328668916,0
168,60,200,left,918.9119338989258,290.1822753809843,0
169,60,100,left,502.92515754699707,86.00758386713059,0
170,20,100,right,764.8839950561523,100.685339390596,0
171,40,200,right,914.3669605255127,193.68292553567818,0
172,20,200,left,922.9300022125244,198.76644835317543,0
173,20,300,right,882.3659420013428,301.63767735798035,0
174,60,300,right,913.2444858551025,327.3462835058269,0
175,60,200,left,931.9911003112793,233.3312707021543,1
176,20,200,left,890.0454044342041,240.65558635179013,0
177,40,100,left,616.2130832672119,102.4811081679664,0
178,40,300,right,1033.2701206207275,365.5623720300063,0
179,60,300,left,888.7407779693604,425.50897134045044,0
180,20,100,left,701.3099193572998,149.7484364704341,0
